part,information,link
R613629A,"Series:
                                                        

                                                            PG260D",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613629a?pos=11
R613629A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613629a?pos=11
R613629A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613629a?pos=11
R613629A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613629a?pos=11
R613629A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613629a?pos=11
R613629A,"kW Rating (kW):
                                                        

                                                            1.3kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613629a?pos=11
R613629A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613629a?pos=11
R613629A,"OE Manufacturer:
                                                        

                                                            Nippondenso",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613629a?pos=11
R613629A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613629a?pos=11
R613629A,"Number Of Pinion Teeth:
                                                        

                                                            10",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613629a?pos=11
R613629A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613629a?pos=11
R613629A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613629a?pos=11
R613696A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"UPC: 

                                                            #
                                                            
                                                                190037333414",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"kW Rating (kW):
                                                        

                                                            1.3kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"OE Manufacturer:
                                                        

                                                            Nippondenso",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"Number Of Pinion Teeth:
                                                        

                                                            11",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613696A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613696a?pos=12
R613722A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"UPC: 

                                                            #
                                                            
                                                                190037134653",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"Nose Cone Type:
                                                        

                                                            Open",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"kW Rating (kW):
                                                        

                                                            1.3kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"OE Manufacturer:
                                                        

                                                            Valeo",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"Number Of Pinion Teeth:
                                                        

                                                            12",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613722A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613722a?pos=13
R613750A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"UPC: 

                                                            #
                                                            
                                                                190037362810",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"kW Rating (kW):
                                                        

                                                            1.3kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"OE Manufacturer:
                                                        

                                                            Valeo",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"Number Of Pinion Teeth:
                                                        

                                                            13",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613750A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613750a?pos=14
R613751A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"UPC: 

                                                            #
                                                            
                                                                190037262219",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"kW Rating (kW):
                                                        

                                                            1.3kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"OE Manufacturer:
                                                        

                                                            Valeo",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"Number Of Pinion Teeth:
                                                        

                                                            13",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613751A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613751a?pos=15
R613794A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"UPC: 

                                                            #
                                                            
                                                                190037323286",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"kW Rating (kW):
                                                        

                                                            1.3kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"OE Manufacturer:
                                                        

                                                            Nippondenso",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"Number Of Pinion Teeth:
                                                        

                                                            10",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613794A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613794a?pos=16
R613927A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"UPC: 

                                                            #
                                                            
                                                                190037323330",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"kW Rating (kW):
                                                        

                                                            1.3kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"OE Manufacturer:
                                                        

                                                            Nippondenso",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"Number Of Pinion Teeth:
                                                        

                                                            10",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613927A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613927a?pos=17
R613974A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"UPC: 

                                                            #
                                                            
                                                                190037333452",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"kW Rating (kW):
                                                        

                                                            1.3kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"OE Manufacturer:
                                                        

                                                            Valeo",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"Number Of Pinion Teeth:
                                                        

                                                            11",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R613974A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r613974a?pos=18
R713080A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"UPC: 

                                                            #
                                                            
                                                                190037051677",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"kW Rating (kW):
                                                        

                                                            1.3kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"OE Manufacturer:
                                                        

                                                            Valeo",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"Number Of Pinion Teeth:
                                                        

                                                            8",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713080A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713080a?pos=19
R713192A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"UPC: 

                                                            #
                                                            
                                                                190037052117",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
